# m1_source	m2_source
46.316	34.089
47.605	24.312
38.310	21.590
49.127	13.478
24.878	15.843
49.177	43.800
47.892	16.957
40.092	34.639
44.099	43.186
36.571	28.323
39.334	29.152
25.641	18.899
46.439	26.511
24.045	22.538
39.867	20.042
47.554	25.336
38.452	37.575
33.523	28.629
49.300	13.154
35.743	28.837
43.624	30.654
47.793	27.928
31.761	19.627
46.822	35.037
38.733	17.852
41.093	38.513
37.334	25.715
19.831	16.774
30.871	15.300
31.249	26.110
35.985	29.333
47.009	38.114
21.456	15.360
27.895	26.646
44.132	11.842
48.309	18.137
32.610	13.450
40.380	22.168
35.944	19.738
21.806	14.251
45.778	23.816
15.310	13.277
48.096	44.624
29.728	23.697
46.826	18.403
29.322	17.241
38.697	22.454
48.749	35.367
34.403	20.066
20.380	12.811
28.792	21.175
43.136	33.071
21.894	17.163
42.613	31.188
38.931	33.237
29.818	21.568
49.650	47.130
42.395	33.772
45.883	27.575
39.749	30.934
41.789	15.659
47.876	20.041
35.893	15.195
39.472	21.163
40.528	34.219
43.734	24.016
29.297	22.416
46.339	17.277
36.457	19.979
38.310	30.693
23.139	13.548
46.865	13.286
21.833	15.596
45.530	19.620
37.197	23.439
27.711	11.684
45.833	29.148
23.574	12.820
20.847	12.579
43.868	37.714
45.319	10.664
25.490	11.637
37.027	28.176
44.979	35.428
42.239	9.987
42.279	22.519
41.178	14.494
30.385	14.309
15.804	14.265
43.577	28.635
44.662	30.825
46.944	27.455
44.058	19.033
36.825	14.216
37.277	13.427
10.689	9.980
47.019	28.324
44.175	24.964
18.051	14.637
25.098	23.951
