# m1_source	m2_source
17.514	16.031
45.662	29.591
40.826	18.948
20.828	12.972
47.469	29.420
31.908	16.394
32.197	20.437
44.717	39.780
36.783	21.986
43.584	33.185
42.721	34.165
26.287	24.313
32.410	32.132
25.523	20.165
31.579	21.533
42.914	33.538
47.203	13.647
41.573	20.141
44.355	35.632
34.540	22.904
27.060	18.857
38.947	35.959
24.865	12.491
39.972	28.450
42.104	34.147
47.567	19.174
22.218	10.595
44.997	36.759
29.035	13.792
39.966	27.524
30.570	28.441
48.391	34.757
45.063	12.073
39.352	25.122
37.683	30.171
44.555	21.251
40.367	28.266
49.121	34.154
36.980	30.889
21.836	19.627
40.290	35.060
13.151	10.985
44.491	18.474
38.316	29.958
45.319	23.654
22.880	18.385
35.318	26.920
44.620	11.422
44.926	30.617
41.466	30.109
22.340	21.016
44.331	8.994
26.688	13.167
30.140	19.611
32.543	31.603
47.430	22.209
30.747	22.706
43.814	15.641
47.088	30.458
33.263	19.809
22.251	12.056
35.018	33.035
36.638	26.915
18.342	12.261
44.566	32.953
38.420	24.192
46.344	29.498
24.872	11.410
29.541	25.307
18.599	16.411
44.272	24.510
42.041	17.206
48.744	24.715
41.347	32.246
41.580	13.428
34.657	32.574
36.807	28.755
46.337	13.379
37.038	26.316
37.648	27.690
46.511	37.210
23.036	22.756
40.462	28.966
47.206	46.867
21.277	17.830
12.660	9.237
31.025	14.745
17.205	11.701
37.082	33.659
39.124	28.282
38.164	13.420
35.311	25.022
38.296	11.257
28.469	24.738
33.159	26.222
36.952	10.459
26.194	11.270
32.128	20.595
37.739	19.750
24.012	13.412
