# m1_source	m2_source	ecc
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
4.787009720454786077e+01	3.551868209640299767e+01	1.138739743997518039e-01
