# m1_source	m2_source	ecc
14.246	8.391	0.217
14.246	8.391	0.217
14.246	8.391	0.217
14.246	8.391	0.217
14.246	8.391	0.217
14.246	8.391	0.217
14.246	8.391	0.217
14.246	8.391	0.217
14.246	8.391	0.217
14.246	8.391	0.217
14.246	8.391	0.217
14.246	8.391	0.217
14.246	8.391	0.217
14.246	8.391	0.217
14.246	8.391	0.217
14.246	8.391	0.217
14.246	8.391	0.217
14.246	8.391	0.217
14.246	8.391	0.217
14.246	8.391	0.217
14.246	8.391	0.217
14.246	8.391	0.217
14.246	8.391	0.217
14.246	8.391	0.217
14.246	8.391	0.217
14.246	8.391	0.217
14.246	8.391	0.217
14.246	8.391	0.217
14.246	8.391	0.217
14.246	8.391	0.217
14.246	8.391	0.217
14.246	8.391	0.217
14.246	8.391	0.217
14.246	8.391	0.217
14.246	8.391	0.217
14.246	8.391	0.217
14.246	8.391	0.217
14.246	8.391	0.217
14.246	8.391	0.217
14.246	8.391	0.217
14.246	8.391	0.217
14.246	8.391	0.217
14.246	8.391	0.217
14.246	8.391	0.217
14.246	8.391	0.217
14.246	8.391	0.217
14.246	8.391	0.217
14.246	8.391	0.217
14.246	8.391	0.217
14.246	8.391	0.217
14.246	8.391	0.217
14.246	8.391	0.217
14.246	8.391	0.217
14.246	8.391	0.217
14.246	8.391	0.217
14.246	8.391	0.217
14.246	8.391	0.217
14.246	8.391	0.217
14.246	8.391	0.217
14.246	8.391	0.217
14.246	8.391	0.217
14.246	8.391	0.217
14.246	8.391	0.217
14.246	8.391	0.217
14.246	8.391	0.217
14.246	8.391	0.217
14.246	8.391	0.217
14.246	8.391	0.217
14.246	8.391	0.217
14.246	8.391	0.217
14.246	8.391	0.217
14.246	8.391	0.217
14.246	8.391	0.217
14.246	8.391	0.217
14.246	8.391	0.217
14.246	8.391	0.217
14.246	8.391	0.217
14.246	8.391	0.217
14.246	8.391	0.217
14.246	8.391	0.217
14.246	8.391	0.217
14.246	8.391	0.217
14.246	8.391	0.217
14.246	8.391	0.217
14.246	8.391	0.217
14.246	8.391	0.217
14.246	8.391	0.217
14.246	8.391	0.217
14.246	8.391	0.217
14.246	8.391	0.217
14.246	8.391	0.217
14.246	8.391	0.217
14.246	8.391	0.217
14.246	8.391	0.217
14.246	8.391	0.217
14.246	8.391	0.217
14.246	8.391	0.217
14.246	8.391	0.217
14.246	8.391	0.217
14.246	8.391	0.217
14.246	8.391	0.217
14.246	8.391	0.217
14.246	8.391	0.217
14.246	8.391	0.217
14.246	8.391	0.217
14.246	8.391	0.217
14.246	8.391	0.217
14.246	8.391	0.217
14.246	8.391	0.217
14.246	8.391	0.217
14.246	8.391	0.217
14.246	8.391	0.217
14.246	8.391	0.217
14.246	8.391	0.217
14.246	8.391	0.217
14.246	8.391	0.217
14.246	8.391	0.217
14.246	8.391	0.217
14.246	8.391	0.217
14.246	8.391	0.217
14.246	8.391	0.217
14.246	8.391	0.217
