# m1_source	m2_source
49.380	31.443
49.227	43.533
44.443	19.040
24.529	19.851
43.020	25.175
41.491	35.613
40.645	39.340
35.124	17.692
48.475	32.973
45.417	24.856
48.797	45.659
32.712	17.500
18.426	16.749
46.497	18.613
40.149	31.285
29.799	25.115
43.548	12.425
44.269	12.972
32.213	28.072
49.671	36.270
38.772	16.863
41.253	28.522
48.862	44.254
40.382	28.414
47.000	22.997
33.806	11.445
46.381	26.426
47.023	27.898
35.623	11.735
48.907	24.663
46.833	39.487
29.466	20.215
48.291	24.460
27.702	11.873
40.514	20.946
36.062	18.963
48.398	25.297
33.788	12.809
42.652	35.939
32.945	25.991
41.965	31.670
32.408	31.515
42.320	16.865
45.159	34.783
41.674	27.920
45.953	39.874
48.249	20.275
34.638	20.573
43.133	37.898
41.449	40.239
43.990	23.804
46.825	18.389
32.877	27.331
42.073	32.030
46.727	45.923
33.071	29.058
42.077	32.480
46.613	16.129
40.165	15.176
43.588	14.948
48.595	24.371
45.203	15.835
36.127	30.152
46.974	30.429
44.395	37.828
42.907	23.421
44.126	26.677
47.353	37.520
49.639	16.237
14.932	10.367
44.049	11.338
35.557	13.852
40.625	18.146
14.363	12.495
26.169	22.915
27.670	13.697
40.920	11.565
43.184	38.500
39.994	22.733
36.218	15.315
45.591	40.357
31.184	17.847
44.456	28.508
38.875	34.551
37.127	33.161
35.838	10.980
35.024	32.017
42.950	27.385
30.467	15.615
40.873	39.330
41.779	31.691
36.324	30.145
34.088	25.564
38.324	17.685
27.445	24.603
41.130	18.718
47.793	39.990
26.006	15.811
37.835	12.427
27.524	20.898
