# m1_source	m2_source
20.845	11.528
31.859	25.636
40.950	30.698
14.612	13.667
19.435	12.253
32.690	24.292
47.605	21.270
34.567	16.114
31.506	19.482
46.003	39.568
44.471	33.267
41.395	12.727
44.960	25.277
22.757	17.259
27.330	20.771
45.729	20.732
39.469	21.427
41.506	29.259
24.028	13.128
34.878	28.001
33.804	20.580
40.480	35.373
45.165	20.492
23.448	11.887
42.145	33.720
48.114	18.769
13.755	12.891
45.146	25.236
38.502	35.183
35.581	25.699
37.450	21.068
44.604	29.177
38.665	24.496
32.850	32.439
41.159	35.673
45.687	42.859
47.431	25.177
46.922	45.859
24.038	17.174
47.482	24.315
18.941	13.380
46.624	37.523
34.753	17.564
49.587	23.298
35.304	34.750
27.686	20.900
44.304	27.313
49.403	17.078
35.840	29.415
28.296	25.893
34.673	33.702
42.803	35.227
49.450	28.380
12.025	11.365
30.981	21.237
47.454	26.146
44.928	41.084
31.869	31.779
31.747	22.053
35.402	22.186
23.726	13.065
43.408	36.790
47.524	42.642
42.478	13.265
25.018	12.061
36.446	32.937
26.512	18.514
23.212	13.409
37.678	34.472
41.355	20.342
45.234	38.129
43.154	27.681
47.412	33.068
45.197	38.992
35.011	27.649
49.164	42.393
42.820	27.573
46.251	13.604
27.887	12.652
35.340	16.534
34.103	15.112
43.806	11.007
37.447	19.931
48.083	39.351
48.739	12.102
34.969	14.685
40.247	36.735
42.415	41.638
49.706	12.790
39.531	37.119
42.544	28.922
46.500	29.306
40.617	25.196
44.306	30.292
40.275	34.830
40.442	17.192
41.377	21.899
35.362	20.662
43.067	13.614
40.522	29.527
