# m1_source	m2_source
38.847	28.522
37.962	30.180
36.646	19.792
45.197	28.325
35.566	14.829
49.475	15.205
15.479	10.079
27.997	14.010
45.413	41.609
47.468	45.046
26.013	21.749
40.873	17.517
37.428	32.395
41.468	39.041
49.476	37.165
21.705	13.284
45.420	21.704
44.230	17.245
29.167	26.241
25.089	15.497
41.094	24.579
26.783	15.808
29.132	20.422
20.441	13.778
40.661	38.505
23.875	19.936
42.301	32.473
36.003	11.564
47.605	10.665
46.775	30.427
35.335	25.525
45.487	40.095
43.723	27.038
17.548	15.601
43.599	17.030
23.508	21.547
46.281	16.058
22.481	21.309
25.094	20.465
40.959	15.346
19.071	12.794
33.908	32.026
46.270	27.693
42.736	35.535
40.460	11.045
41.975	16.766
29.445	26.760
22.881	12.928
28.148	15.605
43.034	26.777
48.118	21.027
23.815	9.981
45.496	40.276
45.766	27.816
37.303	33.461
43.613	12.511
40.215	17.202
34.655	30.939
33.512	27.382
26.521	22.187
38.557	29.857
36.008	19.330
45.721	42.170
42.006	30.145
31.847	20.362
43.448	21.420
34.019	16.414
29.140	11.477
35.123	31.482
46.533	27.212
46.485	12.733
35.419	10.773
33.798	14.518
32.248	22.833
41.879	31.414
34.915	33.537
47.689	26.305
43.541	24.633
30.083	24.912
39.143	12.084
45.243	24.683
49.937	22.730
49.035	27.566
34.761	34.461
42.508	17.522
41.423	20.062
25.525	17.009
35.485	17.413
21.982	21.050
44.246	11.459
49.607	34.491
30.416	18.185
46.508	35.301
45.849	29.058
23.294	20.444
28.956	18.252
39.908	34.929
37.273	26.698
31.885	11.428
35.858	10.284
